,Nearest Neighbour,Farthest Neighbour,Google OR,random,Nearest insertion,Model,Optimal
0,1.0324784460022303,2.2474516222588297,1.0,2.2641544192098797,1.5128387794241538,1.2357882947837877,3.337815655482655
1,1.1525781611661488,2.2890746236116724,1.0,1.8153114156854062,1.343378748663335,1.3987111070060927,3.04335008348368
2,1.0456033296559484,2.24005174859199,1.0,1.811590800171513,1.3607071463596028,1.1663012237985955,2.4434139639627945
3,1.0,2.436896356635335,1.0,1.9481960273463035,1.4625985553616208,1.1021967118846137,2.7990806014610796
4,1.1196079063381321,2.329348599687417,1.0,1.873396052574529,1.0,1.0,2.9948141972338576
5,1.0729827066039437,2.390000069218103,1.0,1.7511330716548608,1.443806978155759,1.169331789417246,2.6561816826809257
6,1.1584809325150083,2.0425614622182153,1.0,1.8536335438783904,1.2788735736278374,1.1064291344650135,3.483364808813283
7,1.0,2.9049815406095862,1.0,2.208638930412788,2.128083969470869,1.4145421426644866,2.825222939033568
8,1.0206501110285793,2.2523327871812366,1.0,2.00893068863014,1.079434166953641,1.1644350495015643,3.2852983447593584
9,1.0583779413774566,1.9094684969693485,1.0,1.7917979665762058,1.1550100852710048,1.0303877467737,3.3619782221385925
10,1.1785033634509692,2.4075266633528756,1.0,1.3908237014741138,1.408580459319964,1.430260847652454,3.0905735161837105
11,1.1406709438461635,2.3828975497086935,1.0,2.1764829246693274,1.2660070787192723,1.165558328872418,2.885527150915109
12,1.2142714326883433,2.340031061835987,1.0,1.3392457632685786,1.5412580555187,1.4261584506445029,2.746266522919088
13,1.0715271736981618,2.195397356472586,1.0,2.003183151657291,1.122359896265255,1.1251635938273086,2.385714163225546
14,1.0,2.407951228159678,1.0,1.610719694696689,1.1495342526005936,1.3750065315317757,3.4222808718067794
15,1.02540433077572,2.680652410184718,1.0,1.8353190004030253,1.0553924297875645,1.3064286835924888,2.208607205909184
16,1.0,2.7295465551082088,1.0,1.8314337361223383,1.1538783816644809,1.2805813566645523,3.10280362545495
17,1.1519285675112787,2.1708857029433966,1.0,1.8654627842497697,1.5233837125204763,1.3080732615007082,3.167701032522567
18,1.0011635240062746,2.291412119485685,1.0,1.7092027078286387,1.4439723593670521,1.2671616616917016,2.478495615497279
19,1.0111326329068597,2.1409777920736177,1.0,1.8230526459171752,1.453366042951076,1.3282586782000456,3.0704896094745155
20,1.1169499705091293,2.7550326192396213,1.0,1.827812254793325,1.4413676960616542,1.059576303408009,2.6273432136930963
21,1.0994565056551415,2.0310681119881027,1.0,1.6053774857347816,1.1760495780976623,1.059657937626592,2.9088530266134778
