,Nearest Neighbour,Farthest Neighbour,Google OR,random,Nearest insertion,Model,Optimal
0,1.2356215722314003,2.300289969104283,1.0,1.9478377937165168,1.3914209452980582,1.3001739216443071,2.871957566450436
1,1.0806527482291106,2.620265138452967,1.0,1.943099808300442,1.3444702314527486,1.0411397699026474,2.8034375306492856
2,1.2394864707810433,2.6923823189383045,1.0,1.7063612428044421,1.1143776177856877,1.2602349596958942,2.6478823699084075
3,1.0,2.448023476971267,1.0,1.9170049486423253,1.8579797086238405,1.1436297610363624,2.9472704217742876
4,1.3123501457123803,2.1247063552567944,1.0,1.741854808364365,1.399550816615199,1.3931780845078254,2.8326186698950413
5,1.0,2.5819211255101604,1.0,1.9926128636388956,1.1850011589527414,1.3009645610641374,3.2455035806045016
6,1.2780667457067747,2.0256952829221064,1.0,1.534348979624822,1.1874213893850043,1.3826615879015292,2.9029432446741055
7,1.3228483944186824,1.9295250722827215,1.0,1.7526719713104895,1.619581399413585,1.1535152688915147,2.9293322820879415
8,1.2299783188155804,1.8642421127002455,1.0,1.5315269154284465,1.3258408033994782,1.251714490998951,3.2496293910576717
9,1.1822625781153508,2.9842324975209,1.0,1.8326562091483345,1.4323569422243612,1.2417081640724095,3.196357331384104
10,1.1201209213261998,2.6899097025104433,1.0,1.9585042194685425,1.1971292008232406,1.420379474284932,3.1003156649000356
11,1.1002106905241678,2.2438577240173565,1.0000000000000002,1.603553128667353,1.139232713311095,1.2735902544995463,3.354885148916506
12,1.0850071572962725,2.8179999510086944,1.0,2.0970653861768116,1.7324493378860404,1.3419422366591947,2.7661051403653643
13,1.108022740106284,2.8385677726553276,1.0,1.9798137849513957,1.338253843912722,1.32367010660195,3.1375021269910706
14,1.1350228218888765,2.1498116655751955,1.0,1.6828869654016054,1.3549668776841688,1.2194167364863797,3.4780758885313023
15,1.184124936734862,2.6438856060894436,1.0,1.7371029293598506,1.2455999485464018,1.1403378233272246,2.8638302569214567
16,1.1576191946299377,2.9856367655872367,1.0,2.3572955656450874,1.0419154629354763,1.4425201696460042,2.429613254895461
17,1.0340856156968612,2.3321493022521715,1.0,2.169552850646761,1.9034056350276278,1.0558304148885858,3.3500131589972035
18,1.112942517445564,2.785883400741333,1.0,1.768559228891581,1.1933853941507488,1.2160183182239073,2.546779444882276
19,1.1270190934912627,2.7320563405128935,1.0,2.5001862957578895,1.1399522860649742,1.3686218976014897,2.7592258754596126
20,1.015072585463054,2.466371223813974,1.0,2.214342760607287,1.141353079062886,1.0133899364162278,3.1431822219522436
21,1.1850619174071266,2.4908099295772397,1.0,1.8083902458478827,1.4726654782991657,1.2312290400415484,3.017284555583859
22,1.0000000000000002,2.325863671267199,1.0000000000000002,1.5945744978275878,1.4424994498436787,1.2821020014428994,2.9741251115009
23,1.043024816825725,2.359234798012289,1.0,1.6948248046611671,1.6478536566080981,1.5066640797563122,3.3909322644688893
24,1.1964538047023534,2.657561176537503,1.0,1.7778318207684458,1.8098726806069723,1.4543778657440247,1.950513408696211
25,1.1129578950650745,2.231867419144863,1.0,1.8208676023185972,1.2572135347053508,1.166995884363064,2.5814509964826633
26,1.0,2.2555777925840172,1.0,1.619894445245645,1.331198372170655,1.2013692954988995,3.646000511987893
27,1.0096896499656447,2.6592236052824276,1.0,2.2473747872437415,1.3803666418421563,1.2440676207259922,2.585444914045049
28,1.0682068004980965,2.7044156984586274,1.0,2.372489715423699,1.458495912504041,1.4744158149244981,2.9757002118981393
29,1.0993979681342896,2.3057599731064196,1.0,2.0467412400932896,1.4652118399457188,1.3262330582135906,3.072330455177908
30,1.2692251543784387,2.1659464023028088,1.0,1.7804813108720854,1.2651776770065508,0.9999999999999999,2.9672866279900125
31,1.1794539543963118,2.482287700272795,1.0,1.6691271737608533,1.179453954396312,1.2397622894991431,3.0442924655037857
32,1.050995546807599,2.5597824696481952,1.0000000000000002,2.0158442639047376,1.4847262456648098,1.3933239507487,2.8717038924677665
33,1.1630054757127712,2.0663703312840016,1.0,1.6789835416428702,1.2209143416293495,1.105324126232097,3.6820641475202955
34,1.0921287612705066,2.203945827988562,1.0,1.7277652515068564,1.6994283322158459,1.1150169404933268,2.7654942862621543
35,1.2517937719608643,2.4070309001156964,1.0,1.905543703992138,1.3526657539842823,1.5762189481458966,3.2823564965955794
36,1.0463041752099695,2.6918776838422738,1.0,2.180756265815509,1.6060094846221293,1.3361609669909449,3.0343572979712694
37,1.040515673840254,2.4278311277521016,1.0,2.3601228642019274,1.3476890339118672,1.362276216856756,3.0454663006594296
38,1.1198391532457574,2.473007656226613,1.0,2.1689294543342896,1.6132001346682645,1.1548212081536628,2.9564513606118683
39,1.025043917804339,2.789895285043517,1.0,1.7067286044104877,1.475166456758887,1.416577063188973,2.7702487813264636
40,1.097801059256147,2.693287119913004,1.0,1.9980536755844576,1.2371750755179722,1.1017209341668537,3.0256866036450005
41,1.0629210732026966,3.1290051555612024,1.0,2.341275434465031,1.174943606569785,1.2328998064203252,2.930019703136521
42,1.0278287133335269,2.3087703993837474,1.0,1.994432164304847,1.6328517237274538,1.2567190535390231,2.8258626364445667
43,1.145929876152993,1.8505852755315075,1.011758834680198,1.435900846580964,1.185717964211204,1.1052311165995279,3.0464246998289255
44,1.2448411834003632,2.133346931253315,1.0,1.6261765752717334,1.483776112372556,1.2641550300424629,2.835589279107798
45,1.0218136018695925,2.037439273132666,1.0,1.4680497264579841,1.3601531849062485,1.24120528943943,2.8843131165626223
46,1.0396473911361075,2.297073393539775,1.0,1.737308327653965,1.2234612270296994,1.1546041832991072,2.462101195590929
47,1.129681230837045,2.502971096739767,1.0,1.908786105334662,1.40637393611638,1.2333431317582695,2.526059488312162
48,1.0121604991350732,2.795064164484888,1.0,1.9256247460131455,1.321144513969799,1.3492124797107181,2.801687369640519
49,1.0951992862060078,1.8460069856530856,1.0,1.8361977387006494,1.2261627108411275,1.1787862572352263,3.0302010526644
50,1.1286742934432465,2.2517016927179365,1.0,1.8179404906188321,1.6757136886019668,1.1311258866583533,2.6633647005135948
51,1.1405788496772407,2.9142711648218858,1.0,2.7352969036688823,1.3003639751653686,1.4431197189687155,2.6723344032037892
52,1.1240971380699811,2.417253875209194,1.0,2.4088203472710066,1.2338755331769227,1.0035098208051512,2.871106893789046
53,1.0695305680040137,2.524801703860955,1.0,1.822192421878634,1.352895193796002,1.0561730849009525,2.8609324249331847
54,1.1125247281925466,3.299075017975312,1.0,2.3941696298324766,1.1504985438826134,1.564350187525137,2.585058050534275
55,1.0,2.8135467615285936,1.0,2.1653485299438695,1.421931509840894,1.5174935470752093,2.9803686126569673
56,1.1002366387543376,2.4756489175517133,1.0,1.5886582460572396,1.3104095693090585,1.293712577708052,3.0677986938045083
57,1.0563562020616366,2.3442918814928237,1.0,1.8357359898658625,1.398808164972798,1.4054124700751567,2.8819602064797367
58,1.0782496667797898,1.924911337507963,1.0,1.5452185129427727,1.413129387575577,1.217519393285049,3.462946376065193
59,1.3249195621798557,2.3126845485069945,1.0,1.7073352784528126,1.6615104249524117,1.1656491382696825,2.5662999822320276
60,1.1103498522026354,2.364680830155798,1.0,2.1833945710769176,2.0055185796195074,1.276111122531496,3.0132878966995507
61,1.2023516547095356,2.4915434239651986,1.0,1.5659950032175878,1.4955361050785672,1.3074814126566063,3.170294604291578
62,1.2489986974257044,2.7915221765444533,1.0,2.1960223290421794,1.3698092150636543,1.3895505639236678,3.215667716316876
63,1.0,2.6149333830793817,1.0,2.075494531892673,1.5399503032951976,1.5169896676779118,2.731055052390709
64,1.0015651895053033,2.6396602005529917,1.0,2.0926714464146308,1.269973179605801,1.0015651895053033,2.904520617424668
65,1.0771437235777885,2.4996538286097794,1.0,2.0104351490478893,1.3894866913469013,1.1024698105450008,3.2054508710739973
66,1.2293128256818064,2.4183923477695086,1.0,1.9602944600803427,1.2704146518900632,1.6177938489444041,2.8436274267927493
67,1.01670093801346,2.6012629572913593,1.0,2.1123586329800403,1.4338932873064858,1.1865349892572181,2.993007454723841
68,1.064026991325483,2.3284378589712165,1.0,1.8045532075716941,1.6372162455500419,1.0370269903512381,3.0906906036031145
69,1.2045236750643147,2.401096522637746,1.0,1.9228859227807518,1.3832529730124525,1.3987667056212123,3.158059976437597
70,1.2311898938517993,2.412716581440022,1.0,2.089379032781489,1.4903631111351312,1.574540483264651,3.309691477107906
71,1.17627386605872,2.371440366524718,1.0,1.7795655400842085,1.2658771581108164,1.220148304542675,2.3436230467701487
72,1.0768110350244113,2.227322316173664,1.0,1.63455839108883,1.293089792209138,1.1184090518534735,2.938799197891303
73,1.2775272541773712,2.2602852444439625,1.0,1.8254010675799421,1.505207132951261,1.252816456963414,3.139630555578735
74,1.0622247211401579,2.4185108967282205,1.0,1.9958597224069174,1.1775473950575757,1.1188073460645431,2.8456147983629783
75,1.106327080495941,2.312773035009407,1.0,1.665089586089305,1.7213590216336847,1.1788002745869393,3.5813319359878335
76,1.1602250235399414,1.9076924621802573,1.0,1.89788765753009,1.4649880760768728,1.1143105112872802,3.110834816432746
77,1.0862107671367063,2.4220603818581856,1.0,1.7650762569016039,1.199511417873766,1.2154294015232578,3.2072565796734014
78,1.0105785047234288,2.2115271999955888,1.0,1.9047531833236364,1.5403569841116806,1.2447722138620434,2.0281762236809335
79,1.1525175620396513,2.6586476349368504,1.0016306584067003,1.9660152609412331,1.542327337683497,1.0526776561477622,2.808977248857358
80,1.1787048665396913,2.743116993477198,1.0,2.6439969037601734,1.451648777803242,1.2474835299048626,3.5798732036205694
81,1.0831754188385725,2.1596321342712668,1.0,1.8990638993853433,1.168537209730613,1.2802124292946386,2.8348244245703005
82,1.036406633136985,2.432237753798138,1.0,2.131465809934926,1.5820418083897434,1.4361828664882166,3.38252963672508
83,1.1489614902416656,2.259662710609622,1.0,1.8878466754358534,1.1244842180888106,1.2900020570311463,2.7701731583620837
84,1.1316954954115865,2.212484755348025,1.0,2.039054019278857,1.3478682868510268,1.0735256093610106,3.3897754901751553
85,1.2565943175693435,2.260576665235913,1.0,1.80711791613665,1.4402614302439265,1.4165963562626367,3.15296495514113
86,1.035226540956468,2.7728844325587425,1.0,2.268469416344908,1.2672207741321801,1.4128686574979459,2.449614799405851
87,1.0422044061146833,2.719183302156577,1.0,1.9282463204460523,1.5416439322556101,1.3168458116198956,2.969123228076521
88,1.1240849873742371,2.5646506669533142,1.0,2.288847239677138,1.4995807446964113,1.0331301576930716,2.7331061419710165
89,1.101658830411079,2.327765589965123,1.0,1.9507212515521406,1.2995744410283048,1.3804146986776011,2.5909337920719375
90,1.0516996705720933,2.403030637753374,1.0,2.312567679028715,1.467372610913025,1.233574628404605,3.2209565519361414
91,1.0456008783466146,2.836648483946125,1.0,1.9752736943025437,1.3134932707369904,1.4589731721609636,2.679645706838295
92,1.269158172286742,2.2659562608055803,1.0,1.7623688052825046,1.3869000717823177,1.288549256391902,2.8939927967613404
93,1.0697160117785622,2.36401227400425,1.0,1.9900788219689762,1.4270856696871155,1.091866213554809,3.005941072514007
94,1.021678930543786,2.7023062514622294,1.0,2.327312285744442,1.668055223710808,1.5079274782564416,2.7993649818055726
95,1.2673581263305795,1.896591209379358,1.0,1.4167181263324458,1.2192173720981645,1.026373939350688,3.351922871920281
96,1.107475710095811,2.4414500080161776,1.0,1.9565790373836638,1.597409776093472,1.293165242850702,3.284831818564935
97,1.0,2.8126653807276245,1.0,2.191117416698175,1.3685996000336056,1.1021584476578163,3.01286420540614
98,1.1675099144017556,2.5423864414265878,1.0,1.8244005636393623,1.1842670523965195,1.5618517028591883,2.8751425454352626
99,1.0503132897065304,2.6143002957749615,1.0,1.8981064358605853,1.2110829105779484,1.2542539493142393,2.8561236256476064
100,1.0302496531560792,2.440963908356997,1.0,1.845537503140107,1.7988943057442923,1.0086684140351543,3.7537163354778276
101,1.1124223006603016,2.280197026600281,1.0,1.8221801048905564,1.300376734158892,1.1563980028263083,2.982392166783313
102,1.0765457984675617,2.3600160538483284,1.0,2.095277970016477,1.3454396240973245,1.2384808491132728,3.1406550948098815
103,1.1687818720950915,2.3375788559155057,1.0,1.9676805806119138,1.5522429400131557,1.4307337450720792,2.740801823019932
104,1.031480540787769,2.531232934576421,1.0,1.7726342629607985,1.5577459266952702,1.2821624018160342,3.0860967184413024
105,1.2588627416231217,2.7231316045640246,1.0,2.055318170573784,1.4589127856417563,1.2419658903095587,3.1098381029927737
106,1.1723099566570905,2.3953794145223877,1.0,2.113722242996244,1.6634254554118848,1.4309920970208558,3.273875993628928
107,1.0,2.470027390315242,1.0,1.5266881457660317,2.0380408948408175,1.8097676557836486,2.6379487761878035
108,1.0204635768572736,2.6186071442848804,1.0,2.0664672248802587,1.5142012438587986,1.2046531246037298,3.146192671217856
109,1.1053459623690443,2.519053696940474,1.0,2.020953418138181,1.4890053192773853,1.2711449947045432,3.087631544496691
110,1.0040371865896964,2.92461674675156,1.0,2.219933331243443,1.2227356719669613,1.035823396872056,2.965415821233428
111,1.0,2.9740114726153672,1.0,2.4547125776553775,2.269538504911926,1.6967515175921535,2.8596809264584353
112,1.2077163459398135,2.4234278837286642,1.0,1.7925453992823812,1.7258690794380969,1.3112587434185556,2.3421431338672107
113,1.0936198924132134,2.7091538846417906,1.0,2.0532751769497697,1.2998698729940568,1.0803530738937186,3.1527898805273806
114,1.0952205341016354,3.027658258720917,1.0,2.0913420946716603,1.1569161172041025,1.3503936993998171,2.491289684811525
115,1.0598249119343996,2.0711510176540613,1.0,1.7605165403260896,1.1324812941456657,1.101026790926189,2.9680816025019126
116,1.2130170106670763,2.490064116684957,1.0,1.7862945560814179,1.2264266956558088,1.0128398505834926,2.919307451859713
117,1.0692967776839781,2.583777778239485,1.0000000000000002,2.191621806762201,1.389532297841519,1.3260128885056934,2.6686261428900213
118,1.4116163543625422,2.190021993228424,1.0,1.7128059102832538,1.5694692947804558,1.1900824153337988,3.2972628244089432
119,1.0661454744553354,2.138805544904134,1.0,1.7571406821239466,1.7738740465084801,1.2005175504863779,3.220647679576539
120,1.0998282254885332,2.189422236245624,1.0106099736898297,1.4380875854239505,1.2694921803823935,1.299721273014434,3.1699586557866204
121,1.0328947164647788,2.635417689428204,1.0,1.5610665835363766,1.2836622325129659,1.0823189353125786,3.1417251943479254
122,1.0100719107672547,2.6758982085769047,1.0,1.951179375051284,1.1769062488125746,1.0710472311712596,3.064439888519308
123,1.316260944016712,2.230297666664669,1.0,1.9679060331693117,1.566087072488097,1.09300265292708,2.502471740955045
124,1.1185571007363433,2.470112301826738,1.0,2.0430589354393422,1.2008095734972748,1.2444040995455026,2.235635290128187
125,1.0143159707539606,2.5333648291877475,1.0,1.9657710189880082,1.3237029977280583,1.1615093598832074,3.8462854517608194
126,1.0072436418152533,2.5839995251794363,1.0,2.0853862968566466,1.1481533073674042,1.2922778441034568,2.8243378581439282
127,1.1460119453628566,2.5162938839693823,1.0,1.9509327879011582,1.4064154970035165,1.1603468055966208,3.040216420521453
128,1.1869112634690344,2.4006556251005664,1.0,2.0072253337434645,1.292651994810883,1.156017045890681,2.781357902679491
