,Nearest Neighbour,Farthest Neighbour,Google OR,random,Nearest insertion,Model,Optimal
0,1.2375630783269926,3.6864387580564637,1.0,2.2568109789826907,1.6061728464037337,1.1993287443721865,3.998003604635101
1,1.2066796556931887,3.471664241270762,1.0,2.3783002363811714,1.3003134699368535,1.1982868620590954,4.111491959725508
2,1.2233371320892032,3.9745707161801938,1.0,2.9444067330190884,1.757255605659353,1.0553874307215056,4.1288040731547495
3,1.1035429039728546,3.1231194196989644,1.0,2.673608528746458,1.4185638023038776,1.235530642107273,4.25633516861783
4,1.1070669366093315,3.5161410591665123,1.0,2.6032567206860824,1.709608695377649,1.2643749378541973,3.901615802251037
5,1.1824132828093314,3.4700280355531126,1.0,2.6484519315980255,1.2565869406095374,1.3283767616147275,3.8093661562351944
6,1.1454411429279094,3.5586786168120685,1.0,3.168625541431707,1.5083069777012572,1.0784684102811075,4.000196705709357
7,1.0490030852999968,3.262213995302265,1.0,2.4028355744255134,1.4649870080973149,1.1580788637844608,4.2352443910354935
8,1.0000000000000002,3.5651339361878684,1.0000000000000002,2.7891695641211967,1.3452324630868735,1.1213808276966437,3.9557970776502187
9,1.1074855593949562,3.2937527455490847,1.0,2.342543003160502,1.3579993403742678,1.2323746631358035,3.6933108532050634
10,1.3079314032021483,4.137957289248265,1.0,3.62984327374629,1.5625636638509137,1.2776167600148096,3.6945159514823875
11,1.1052653663515968,3.3728484926125093,1.0,2.5731347839014367,1.4142571486261388,1.309090854817199,4.034529296679243
12,1.1752217697680687,3.4651055813379923,1.0,2.463777812050041,1.7909272635415598,1.2972505897412216,4.0168507287965545
13,1.1808470147033323,3.2336478007165095,1.0,2.541508572757498,1.5484272183347378,1.2622320280877042,3.977366277534749
14,1.089991019392598,3.354321498430541,1.0,2.49030428513015,1.3551285665220223,1.388634749975904,3.89038383309372
15,1.1079050140499414,4.132950868594124,1.0,2.789980771926028,1.5861699624174659,1.3712751338968698,3.4129208643830298
16,1.2016140911751911,3.186654203495109,1.0,2.2622793354503394,1.5196347812191149,1.3504182098838227,4.104666328049635
17,1.021128405999267,3.7158660114630813,1.0,2.363744772337745,1.4584785414219144,1.3672158019751985,3.852885390520181
18,1.0913154878228983,3.9895651849161147,1.0,2.73752522102163,1.4815213581281603,1.3006641372750296,3.9339262340229113
19,1.0837625704625746,3.4005592883154816,1.0,2.5281051787160873,1.624572502529658,1.2329926016400925,3.8190671729883086
20,1.1158143331570451,2.9538098517174407,1.0,2.1296078646406955,1.313536343391155,1.0470070356129557,3.9923943980124186
21,1.0759354207509564,3.0562627661129094,1.0,2.076473056363448,1.3903567844693552,1.2559907225081397,4.668039121881361
22,1.1723606878180386,3.4967669519777274,1.0,2.4537322927493865,1.4088225399915255,1.233704274649013,4.197327660878844
23,1.1669005698753532,3.225709637226287,1.0,2.3465212167273526,1.3689438238364722,1.2895247710734157,4.245607167354531
24,1.0670464923616187,3.7958342750575413,1.0,2.9694692463259416,1.365442057474925,1.2331920082869179,3.9201185590464283
25,1.0243478543392823,3.6988488777695445,1.0,2.774707939434451,1.4295544478162647,1.3205953667430887,3.7054430994265273
26,1.115651256899972,3.1311736745537555,1.0,2.739417747171953,1.4770891586016022,1.3864590405962274,4.055624768096484
27,1.2091234833763278,3.2246757589778414,1.0,2.499576631774257,1.6577858363619755,1.2485693205937494,4.41579804494856
28,1.1575752617734465,3.2961435341109078,1.0,2.3393537808607396,1.5183387297257922,1.2519946024804116,4.101450103280167
29,1.1466425363395225,3.8617564003071543,1.0,3.2499669288196613,1.3036760212307792,1.201813871542867,4.073813302490364
30,1.24710387325023,3.673753604492994,1.0,2.7937380481461336,1.3235381645250284,1.3760046936568266,4.157965483793907
31,1.2954458886398144,3.7939711818970574,1.0,2.65279696077195,1.2824686556374307,1.140823330611802,3.8466005230828335
32,1.195244547200923,2.923947198659649,1.0,2.331121949839778,1.3527584501883732,1.2908166748524517,4.242884734681828
33,1.3063826237791154,3.5611514164589257,1.0,2.735883803503148,1.6187844672601177,1.2528883896588137,4.336735398970458
34,1.1012716165967076,3.1209250552156043,1.0,1.9458882426885364,1.3621639321565555,1.1690350277693462,4.327342353548088
35,1.263720558191041,2.9651802805716208,1.0,2.170925915331608,1.4742764628829181,1.3600746987468868,4.138194940061744
36,1.0404205298807951,3.5197867757324737,1.0,2.4670576547664287,1.437215869986809,1.2585000199932745,3.9452124439719536
37,1.221677003202663,3.230788612664327,1.0,2.1785583523189023,1.4457775313957026,1.255296133667026,4.190247750136348
38,1.0317141126421578,3.5610096401478937,1.0,2.7228833109814907,1.269177278257808,1.1642907977696273,3.4257981605223
