,Farthest Neighbour,Google OR,Model,Nearest Neighbour,Nearest insertion,Optimal,random
0,7.501579209715411,3.337815655482655,5.125433368851758,3.4462227210146468,5.049576962183211,3.3378156554826544,5.487369820396252
1,6.966455446868957,3.04335008348368,5.73542750671605,3.5076988430064655,4.088371826894763,3.0433500834836797,5.772558678452548
2,5.473373722508943,2.4434139639627945,4.381756256328041,2.5548417764473377,3.3247708422790194,2.4434139639627945,4.622026684539838
3,6.821069319629147,2.7990806014610796,4.413010598608388,2.7990806014610796,4.093931244037711,2.799080601461079,5.401981565905869
4,6.975966256650682,2.9948141972338576,5.238918630693126,3.353017653236713,2.9948141972338576,2.9948141972338576,5.198621564769474
5,6.348274405463269,2.6561816826809257,5.557597441221496,2.850037011114797,3.8350136487042263,2.6561816826809257,3.786571943651028
6,7.114986717329133,3.483364808813283,5.211946471253758,4.035411712003976,4.454783201296491,3.4833648088132825,5.603242402047299
7,8.207220485999278,2.825222939033568,5.5449876957551165,2.825222939033568,6.01231164673871,2.825222939033568,4.321436142533074
